,Date & Time,User IP,Method,Url,Query String,Agent IP,Browser Type,OS,Url_Category,Agent_IP_Category,Login Type,HTTP Status,Test1,Win 32 Status,Sub Status
155817,2015-03-01 03:26:52,118.244.228.205,GET,/wap/login.asp,-,220.200.59.82,Mozilla,1,27,960,1,200,0,0,92
155823,2015-03-01 03:26:52,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=143063&imageId=1&_=1425180366126,14.215.32.178,Mozilla,0,26,750,1,200,0,0,4984
155860,2015-03-01 03:26:54,118.244.228.205,GET,/wap/read.asp,chapterId=143296&comicId=12665,125.39.160.75,Mozilla,1,31,573,1,200,0,0,295
155864,2015-03-01 03:26:54,118.244.228.205,GET,/wap/read.asp,chapterId=143289&comicId=12665,27.149.213.163,Mozilla,0,31,1036,1,200,0,0,269
155868,2015-03-01 03:26:54,118.244.228.205,GET,/wap/lastread.asp,comicId=12665&chapterId=143296&_=1425180450897,125.39.160.75,Mozilla,1,23,573,1,200,0,0,86
155871,2015-03-01 03:26:54,118.244.228.205,GET,/wap/init.asp,comicId=12665&chapterId=143296&_=1425180450896,125.39.160.75,Mozilla,1,21,573,1,200,0,0,156
155908,2015-03-01 03:26:56,118.244.228.205,GET,/wap/info.asp,id=12402,14.152.69.120,Mozilla,0,20,648,1,200,0,0,307
155945,2015-03-01 03:26:58,118.244.228.205,GET,/wap/init.asp,comicId=12665&chapterId=143289&_=1425180467350,27.149.213.163,Mozilla,0,21,1036,1,200,0,0,164
155946,2015-03-01 03:26:58,118.244.228.205,GET,/wap/lastread.asp,comicId=12665&chapterId=143289&_=1425180467351,27.149.213.163,Mozilla,0,23,1036,1,200,0,0,170
155948,2015-03-01 03:26:58,118.244.228.205,GET,/wap/load.asp,comicId=12665&chapterId=143289&imageId=0&_=1425180467352,27.149.213.163,Mozilla,0,26,1036,1,200,0,0,164
155971,2015-03-01 03:26:59,118.244.228.205,GET,/wap/info.asp,id=12337,14.215.32.178,Mozilla,0,20,750,1,200,0,0,1507
156090,2015-03-01 03:27:07,118.244.228.205,GET,/wap/read.asp,chapterId=131238&comicId=12402,14.152.69.185,Mozilla,0,31,686,1,200,0,0,290
156111,2015-03-01 03:27:08,118.244.228.205,GET,/wap/info.asp,id=12389&page=3,112.65.193.13,Mozilla,2,20,198,0,200,0,0,195
156116,2015-03-01 03:27:09,118.244.228.205,GET,/wap/lastread.asp,comicId=12402&chapterId=131238&_=1425180441967,14.152.69.184,Mozilla,0,23,685,1,200,0,0,214
156117,2015-03-01 03:27:09,118.244.228.205,GET,/wap/init.asp,comicId=12402&chapterId=131238&_=1425180441966,14.152.69.183,Mozilla,0,21,684,1,200,0,0,234
156124,2015-03-01 03:27:09,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131238&imageId=1&_=1425180441969,14.152.69.154,Mozilla,0,26,668,1,200,0,0,244
156127,2015-03-01 03:27:09,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131238&imageId=2&_=1425180441970,14.152.69.182,Mozilla,0,26,683,1,200,0,0,247
156128,2015-03-01 03:27:09,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131238&imageId=3&_=1425180441971,14.152.69.121,Mozilla,0,26,649,1,200,0,0,313
156132,2015-03-01 03:27:10,118.244.228.205,GET,/wap/info.asp,id=12667,220.200.59.82,Mozilla,1,20,960,1,200,0,0,198
156176,2015-03-01 03:27:12,118.244.228.205,GET,/wap/record.asp,-,183.232.118.15,Mozilla,0,32,881,1,200,0,0,111
156258,2015-03-01 03:27:16,118.244.228.205,GET,/wap/prev.asp,comicId=12402&chapterId=131238&_=1425180441972,14.152.69.152,Mozilla,0,30,666,1,200,0,0,157
156518,2015-03-01 03:27:29,118.244.228.205,GET,/wap/info.asp,id=12664,221.222.221.207,Mozilla,1,20,977,1,200,0,0,69
156523,2015-03-01 03:27:29,118.244.228.205,GET,/wap/info.asp,id=12599&page=18,101.226.66.179,Mozilla,2,20,38,0,200,0,0,156
156602,2015-03-01 03:27:33,118.244.228.205,GET,/wap/read.asp,chapterId=143257&comicId=12664,221.222.221.207,Mozilla,1,31,977,1,200,0,0,220
156613,2015-03-01 03:27:34,118.244.228.205,GET,/wap/lastread.asp,comicId=12664&chapterId=143257&_=1425180492320,221.222.221.207,Mozilla,1,23,977,1,200,0,0,54
156616,2015-03-01 03:27:34,118.244.228.205,GET,/wap/init.asp,comicId=12664&chapterId=143257&_=1425180492319,221.222.221.207,Mozilla,1,21,977,1,200,0,0,78
156632,2015-03-01 03:27:34,118.244.228.205,GET,/wap/load.asp,comicId=12664&chapterId=143257&imageId=0&_=1425180492321,221.222.221.207,Mozilla,1,26,977,1,200,0,0,111
156673,2015-03-01 03:27:36,118.244.228.205,GET,/wap/next.asp,comicId=12402&chapterId=131238&_=1425180441974,14.152.69.180,Mozilla,0,29,681,1,200,0,0,226
156682,2015-03-01 03:27:37,118.244.228.205,GET,/wap/init.asp,comicId=12402&chapterId=131239&_=1425180441975,14.152.69.118,Mozilla,0,21,646,1,200,0,0,277
156703,2015-03-01 03:27:38,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131239&imageId=1&_=1425180441977,14.152.69.190,Mozilla,0,26,691,1,200,0,0,262
156705,2015-03-01 03:27:38,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131239&imageId=3&_=1425180441979,14.152.69.181,Mozilla,0,26,682,1,200,0,0,217
156719,2015-03-01 03:27:39,118.244.228.205,GET,/wap/read.asp,chapterId=133477&comicId=12448&from=groupmessage&isappinstalled=0,115.102.124.139,Mozilla,1,31,298,1,200,0,0,262
156756,2015-03-01 03:27:40,118.244.228.205,GET,/wap/init.asp,comicId=12448&chapterId=133477&_=1425180499385,115.102.124.139,Mozilla,1,21,298,1,200,0,0,97
156757,2015-03-01 03:27:40,118.244.228.205,GET,/wap/lastread.asp,comicId=12448&chapterId=133477&_=1425180499386,115.102.124.139,Mozilla,1,23,298,1,200,0,0,117
156759,2015-03-01 03:27:41,118.244.228.205,GET,/wap/load.asp,comicId=12448&chapterId=133477&imageId=0&_=1425180499387,115.102.124.139,Mozilla,1,26,298,1,200,0,0,110
157015,2015-03-01 03:27:51,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131239&imageId=3&_=1425180441981,14.152.69.122,Mozilla,0,26,650,1,200,0,0,215
157017,2015-03-01 03:27:51,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131239&imageId=4&_=1425180441982,14.152.69.151,Mozilla,0,26,665,1,200,0,0,277
157061,2015-03-01 03:27:55,118.244.228.205,GET,/wap/info.asp,id=12378&page=5,180.153.206.19,Mozilla,2,20,817,0,200,0,0,146
157063,2015-03-01 03:27:55,118.244.228.205,GET,/wap/next.asp,comicId=12448&chapterId=133477&_=1425180499388,115.102.124.139,Mozilla,1,29,298,1,200,0,0,192
157066,2015-03-01 03:27:55,118.244.228.205,GET,/wap/prev.asp,comicId=12535&chapterId=143110&_=1425180501988,223.104.12.87,Mozilla,1,30,1004,1,200,0,0,303
157148,2015-03-01 03:28:00,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131239&imageId=5&_=1425180441984,14.152.69.152,Mozilla,0,26,666,1,200,0,0,150
157151,2015-03-01 03:28:00,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131239&imageId=4&_=1425180441983,14.152.69.185,Mozilla,0,26,686,1,200,0,0,212
157171,2015-03-01 03:28:01,118.244.228.205,GET,/wap/read.asp,chapterId=136335&comicId=12402,101.226.103.59,Mozilla,2,31,17,0,200,0,0,189
157222,2015-03-01 03:28:06,118.244.228.205,GET,/wap/info.asp,id=12397,112.193.243.242,Mozilla,1,20,174,1,200,0,0,186
157234,2015-03-01 03:28:07,118.244.228.205,GET,/wap/read.asp,chapterId=138990&comicId=12450,220.200.59.82,Mozilla,1,31,960,1,200,0,0,321
157254,2015-03-01 03:28:08,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131239&imageId=6&_=1425180441985,14.152.69.148,Mozilla,0,26,662,1,200,0,0,212
157290,2015-03-01 03:28:10,118.244.228.205,GET,/wap/init.asp,comicId=12450&chapterId=138990&_=1425180527297,220.200.59.82,Mozilla,1,21,960,1,200,0,0,146
157294,2015-03-01 03:28:10,118.244.228.205,GET,/wap/lastread.asp,comicId=12450&chapterId=138990&_=1425180527298,220.200.59.82,Mozilla,1,23,960,1,200,0,0,169
157325,2015-03-01 03:28:11,118.244.228.205,GET,/wap/load.asp,comicId=12450&chapterId=138990&imageId=0&_=1425180527299,220.200.59.82,Mozilla,1,26,960,1,200,0,0,155
157389,2015-03-01 03:28:16,118.244.228.205,GET,/wap/next.asp,comicId=12535&chapterId=143111&_=1425180348952,125.74.71.123,Mozilla,0,29,587,1,200,0,0,179
157399,2015-03-01 03:28:16,118.244.228.205,GET,/wap/read.asp,chapterId=135924&comicId=12492,112.193.243.242,Mozilla,1,31,174,1,200,0,0,188
157417,2015-03-01 03:28:17,118.244.228.205,GET,/wap/init.asp,comicId=12492&chapterId=135924&_=1425180536442,112.193.243.242,Mozilla,1,21,174,1,200,0,0,113
157418,2015-03-01 03:28:17,118.244.228.205,GET,/wap/lastread.asp,comicId=12492&chapterId=135924&_=1425180536443,112.193.243.242,Mozilla,1,23,174,1,200,0,0,115
157419,2015-03-01 03:28:17,118.244.228.205,GET,/wap/load.asp,comicId=12492&chapterId=135924&imageId=0&_=1425180536444,112.193.243.242,Mozilla,1,26,174,1,200,0,0,110
157847,2015-03-01 03:28:40,118.244.228.205,GET,/wap/next.asp,comicId=12402&chapterId=131239&_=1425180441986,14.152.69.190,Mozilla,0,29,691,1,200,0,0,211
157854,2015-03-01 03:28:40,118.244.228.205,GET,/wap/init.asp,comicId=12402&chapterId=131240&_=1425180441987,14.152.69.182,Mozilla,0,21,683,1,200,0,0,214
157858,2015-03-01 03:28:40,118.244.228.205,GET,/wap/info.asp,id=12535,113.142.18.95,Mozilla,2,20,239,0,200,0,0,146
157860,2015-03-01 03:28:41,118.244.228.205,GET,/wap/load.asp,comicId=12402&chapterId=131240&imageId=0&_=1425180441988,14.152.69.189,Mozilla,0,26,690,1,200,0,0,209
158007,2015-03-01 03:28:49,118.244.228.205,GET,/wap/next.asp,comicId=12450&chapterId=138990&_=1425180527303,220.200.59.82,Mozilla,1,29,960,1,200,0,0,161
158333,2015-03-01 03:29:09,118.244.228.205,GET,/wap/is.asp,-,123.91.10.219,Mozilla,0,22,549,1,200,0,0,107
158392,2015-03-01 03:29:12,118.244.228.205,GET,/wap/next.asp,comicId=12492&chapterId=135924&_=1425180536460,112.193.243.242,Mozilla,1,29,174,1,200,0,0,108
158454,2015-03-01 03:29:15,118.244.228.205,GET,/wap/search.asp,keyword=,123.91.10.219,Mozilla,0,35,549,1,200,0,0,472
158708,2015-03-01 03:29:28,118.244.228.205,GET,/wap/next.asp,comicId=12665&chapterId=143296&_=1425180450925,125.39.160.75,Mozilla,1,29,573,1,200,0,0,219
159066,2015-03-01 03:29:52,118.244.228.205,GET,/wap/info.asp,id=12332,222.70.243.22,Mozilla,1,20,994,1,200,0,0,176
159503,2015-03-01 03:30:16,118.244.228.205,GET,/wap/info.asp,id=12665,123.91.10.219,Mozilla,0,20,549,1,200,0,0,129
159592,2015-03-01 03:30:20,118.244.228.205,GET,/wap/read.asp,chapterId=143289&comicId=12665,123.91.10.219,Mozilla,0,31,549,1,200,0,0,202
159605,2015-03-01 03:30:20,118.244.228.205,GET,/wap/init.asp,comicId=12665&chapterId=143289&_=1425180662937,123.91.10.219,Mozilla,0,21,549,1,200,0,0,155
159607,2015-03-01 03:30:21,118.244.228.205,GET,/wap/lastread.asp,comicId=12665&chapterId=143289&_=1425180662938,123.91.10.219,Mozilla,0,23,549,1,200,0,0,240
159609,2015-03-01 03:30:21,118.244.228.205,GET,/wap/load.asp,comicId=12665&chapterId=143289&imageId=0&_=1425180662939,123.91.10.219,Mozilla,0,26,549,1,200,0,0,281
159617,2015-03-01 03:30:21,118.244.228.205,GET,/wap/read.asp,chapterId=139800&comicId=12332,222.70.243.22,Mozilla,1,31,994,1,200,0,0,533
159628,2015-03-01 03:30:22,118.244.228.205,GET,/wap/init.asp,comicId=12332&chapterId=139800&_=1425180665779,222.70.243.22,Mozilla,1,21,994,1,200,0,0,88
159630,2015-03-01 03:30:22,118.244.228.205,GET,/wap/lastread.asp,comicId=12332&chapterId=139800&_=1425180665780,222.70.243.22,Mozilla,1,23,994,1,200,0,0,101
159633,2015-03-01 03:30:22,118.244.228.205,GET,/wap/load.asp,comicId=12332&chapterId=139800&imageId=0&_=1425180665781,222.70.243.22,Mozilla,1,26,994,1,200,0,0,102
159904,2015-03-01 03:30:39,118.244.228.205,GET,/wap/next.asp,comicId=12665&chapterId=143289&_=1425180467382,27.149.213.163,Mozilla,0,29,1036,1,200,0,0,171
160532,2015-03-01 03:31:19,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=131021&imageId=19&_=1425067256647,119.41.178.243,Mozilla,0,26,448,1,200,0,0,137
161029,2015-03-01 03:31:54,118.244.228.205,GET,/wap/is.asp,-,211.136.233.161,Mozilla,0,22,919,1,200,0,0,77
161245,2015-03-01 03:32:12,118.244.228.205,GET,/wap/info.asp,id=12337,123.150.182.115,Mozilla,0,20,504,1,200,0,0,124
161260,2015-03-01 03:32:13,118.244.228.205,GET,/wap/info.asp,id=12337&page=11,124.166.232.248,Mozilla,0,20,561,1,200,0,0,207
161787,2015-03-01 03:32:43,118.244.228.205,GET,/wap/read.asp,chapterId=139961&comicId=12337,211.162.82.179,Mozilla,1,31,933,1,200,0,0,264
161801,2015-03-01 03:32:44,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=139961&_=1425180809493,211.162.82.179,Mozilla,1,21,933,1,200,0,0,137
161804,2015-03-01 03:32:44,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=139961&_=1425180809494,211.162.82.179,Mozilla,1,23,933,1,200,0,0,179
161807,2015-03-01 03:32:44,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=139961&imageId=0&_=1425180809495,211.162.82.179,Mozilla,1,26,933,1,200,0,0,157
161963,2015-03-01 03:32:53,118.244.228.205,GET,/wap/info.asp,id=12337,211.162.82.179,Mozilla,1,20,933,1,200,0,0,1181
162407,2015-03-01 03:33:23,118.244.228.205,GET,/wap/search.asp,keyword=%E6%88%91%E4%BB%AC%E5%88%86%E6%89%8B%E4%BA%86,211.136.233.161,Mozilla,0,35,919,1,200,0,64,83
162422,2015-03-01 03:33:24,118.244.228.205,GET,/wap/next.asp,comicId=12554&chapterId=138868&_=1425180121058,42.103.113.97,Mozilla,0,29,1056,1,200,0,0,168
162483,2015-03-01 03:33:29,118.244.228.205,GET,/wap/info.asp,id=12549&page=3,180.153.206.33,Mozilla,2,20,825,0,200,0,0,157
162550,2015-03-01 03:33:33,118.244.228.205,GET,/wap/is.asp,-,116.237.20.167,Mozilla,2,22,333,0,200,0,0,66
162839,2015-03-01 03:33:50,118.244.228.205,GET,/wap/search.asp,keyword=%E5%A6%96%E5%A6%96%E5%B0%8F%E7%B2%BE,116.237.20.167,Mozilla,2,35,333,0,200,0,0,82
162859,2015-03-01 03:33:52,118.244.228.205,GET,/wap/info.asp,id=12448,116.237.20.167,Mozilla,2,20,333,0,200,0,0,100
163043,2015-03-01 03:34:03,118.244.228.205,GET,/wap/read.asp,chapterId=133511&comicId=12448,116.237.20.167,Mozilla,2,31,333,0,200,0,0,159
163054,2015-03-01 03:34:04,118.244.228.205,GET,/wap/info.asp,id=12397,113.107.24.137,Mozilla,0,20,215,1,200,0,0,208
163055,2015-03-01 03:34:04,118.244.228.205,GET,/wap/init.asp,comicId=12448&chapterId=133511&_=1425181193252,116.237.20.167,Mozilla,2,21,333,0,200,0,0,81
163056,2015-03-01 03:34:04,118.244.228.205,GET,/wap/lastread.asp,comicId=12448&chapterId=133511&_=1425181193253,116.237.20.167,Mozilla,2,23,333,0,200,0,0,100
163060,2015-03-01 03:34:04,118.244.228.205,GET,/wap/load.asp,comicId=12448&chapterId=133511&imageId=0&_=1425181193254,116.237.20.167,Mozilla,2,26,333,0,200,0,0,106
163132,2015-03-01 03:34:08,118.244.228.205,GET,/wap/read.asp,chapterId=124517&comicId=12337,106.39.189.160,Mozilla,0,31,83,1,200,0,0,192
163178,2015-03-01 03:34:11,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=124517&_=1425180891775,106.39.189.160,Mozilla,0,21,83,1,200,0,0,59
163180,2015-03-01 03:34:11,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=124517&_=1425180891776,106.39.189.160,Mozilla,0,23,83,1,200,0,0,139
163191,2015-03-01 03:34:11,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=124517&imageId=1&_=1425180891778,106.39.189.160,Mozilla,0,26,83,1,200,0,0,62
163271,2015-03-01 03:34:17,118.244.228.205,GET,/wap/prev.asp,comicId=12337&chapterId=124517&_=1425180891781,106.39.189.160,Mozilla,0,30,83,1,200,0,0,52
163467,2015-03-01 03:34:28,118.244.228.205,GET,/wap/info.asp,id=12665,125.39.160.75,Mozilla,1,20,573,1,200,0,0,263
163490,2015-03-01 03:34:30,118.244.228.205,GET,/wap/read.asp,chapterId=143162&comicId=12397,113.107.24.137,Mozilla,0,31,215,1,200,0,0,207
163560,2015-03-01 03:34:35,118.244.228.205,GET,/wap/login.asp,uri=aHR0cDovL3d3dy5iYW9tYW5odWEubmV0L3dhcC9pbmZvLmFzcD9pZD0xMjM5Nw==,113.107.24.137,Mozilla,0,27,215,1,200,0,0,116
163600,2015-03-01 03:34:38,118.244.228.205,GET,/wap/reg.asp,-,113.107.24.137,Mozilla,0,33,215,1,200,0,0,164
163759,2015-03-01 03:34:49,118.244.228.205,GET,/wap/init.asp,comicId=12397&chapterId=143162&_=1425180915056,113.107.24.137,Mozilla,0,21,215,1,200,0,1236,17137
163760,2015-03-01 03:34:49,118.244.228.205,GET,/wap/lastread.asp,comicId=12397&chapterId=143162&_=1425180915057,113.107.24.137,Mozilla,0,23,215,1,200,0,1236,17119
163842,2015-03-01 03:34:54,118.244.228.205,GET,/wap/next.asp,comicId=12665&chapterId=143289&_=1425180662973,123.91.10.219,Mozilla,0,29,549,1,200,0,0,170
163981,2015-03-01 03:35:02,118.244.228.205,GET,/wap/user.asp,-,113.107.24.137,Mozilla,0,36,215,1,200,0,0,157
164184,2015-03-01 03:35:15,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=143254&_=1425145300026,115.223.118.113,Mozilla,1,29,315,1,200,0,0,461
164242,2015-03-01 03:35:19,118.244.228.205,GET,/wap/info.asp,id=12337,115.223.118.113,Mozilla,1,20,315,1,200,0,0,1249
164395,2015-03-01 03:35:31,118.244.228.205,GET,/wap/load.asp,comicid=12397&chapterid=131215&imageid=0&_=1425179514718,221.180.160.25,Mozilla,2,26,969,0,200,0,0,68
164425,2015-03-01 03:35:33,118.244.228.205,GET,/wap/fav.asp,-,113.107.24.137,Mozilla,0,15,215,1,200,0,0,125
164510,2015-03-01 03:35:39,118.244.228.205,GET,/wap/prev.asp,comicId=12450&chapterId=143390&_=1425180982041,117.135.149.14,Mozilla,0,30,340,1,200,0,64,102
164558,2015-03-01 03:35:42,118.244.228.205,GET,/wap/fav_ajax.asp,comicId=12397&_=1425180988275,113.107.24.137,Mozilla,0,16,215,1,200,0,0,318
164658,2015-03-01 03:35:47,118.244.228.205,GET,/wap/is.asp,-,49.77.134.205,Mozilla,0,22,1085,1,200,0,0,502
165089,2015-03-01 03:36:13,118.244.228.205,GET,/wap/info.asp,id=12585,221.7.7.99,Mozilla,0,20,980,1,200,0,0,639
165138,2015-03-01 03:36:17,118.244.228.205,GET,/wap/info.asp,id=12411,49.77.134.205,Mozilla,0,20,1085,1,200,0,0,1137
165294,2015-03-01 03:36:27,118.244.228.205,GET,/wap/list.asp,-,112.91.209.75,Mozilla,1,24,205,1,200,0,0,106
165295,2015-03-01 03:36:27,118.244.228.205,GET,/wap/info.asp,id=12422,114.41.59.242,Mozilla,2,20,287,0,200,0,0,808
165310,2015-03-01 03:36:28,118.244.228.205,GET,/wap/list_ajax.asp,page=1,112.91.209.75,Mozilla,1,25,205,1,200,0,0,118
165418,2015-03-01 03:36:38,118.244.228.205,GET,/wap/next.asp,comicId=12337&chapterId=124516&_=1425180909695,106.39.189.160,Mozilla,0,29,83,1,200,0,0,66
165498,2015-03-01 03:36:41,118.244.228.205,GET,/wap/read.asp,chapterId=140240&comicId=12411,49.77.134.205,Mozilla,0,31,1085,1,200,0,0,1137
165520,2015-03-01 03:36:43,118.244.228.205,GET,/wap/info.asp,id=12337,123.150.183.6,Mozilla,1,20,512,1,200,0,0,112
165561,2015-03-01 03:36:46,118.244.228.205,GET,/wap/info.asp,id=12337,106.39.189.121,Mozilla,1,20,74,1,200,0,64,106
165572,2015-03-01 03:36:47,118.244.228.205,GET,/wap/info.asp,id=12337,175.151.74.208,Mozilla,1,20,774,1,200,0,0,176
165573,2015-03-01 03:36:47,118.244.228.205,GET,/wap/init.asp,comicId=12411&chapterId=140240&_=1425181124715,49.77.134.205,Mozilla,0,21,1085,1,200,0,0,193
165575,2015-03-01 03:36:47,118.244.228.205,GET,/wap/lastread.asp,comicId=12411&chapterId=140240&_=1425181124716,49.77.134.205,Mozilla,0,23,1085,1,200,0,0,214
165581,2015-03-01 03:36:48,118.244.228.205,GET,/wap/load.asp,comicId=12411&chapterId=140240&imageId=0&_=1425181124717,49.77.134.205,Mozilla,0,26,1085,1,200,0,0,137
165620,2015-03-01 03:36:50,118.244.228.205,GET,/wap/info.asp,id=12316,112.91.209.75,Mozilla,1,20,205,1,200,0,0,138
165736,2015-03-01 03:36:59,118.244.228.205,GET,/wap/read.asp,chapterId=143254&comicId=12337,175.151.74.208,Mozilla,1,31,774,1,200,0,0,145
165747,2015-03-01 03:37:00,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=143254&_=1425181074275,175.151.74.208,Mozilla,1,21,774,1,200,0,0,81
165748,2015-03-01 03:37:00,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=143254&_=1425181074276,175.151.74.208,Mozilla,1,23,774,1,200,0,0,103
165749,2015-03-01 03:37:00,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=143254&imageId=0&_=1425181074277,175.151.74.208,Mozilla,1,26,774,1,200,0,0,83
165894,2015-03-01 03:37:09,118.244.228.205,GET,/wap/next.asp,comicId=12332&chapterId=124654&_=1425181050033,222.70.243.22,Mozilla,1,29,994,1,200,0,0,671
166057,2015-03-01 03:37:21,118.244.228.205,GET,/wap/info.asp,id=12539,14.215.30.31,Mozilla,1,20,749,1,200,0,0,230
166161,2015-03-01 03:37:28,118.244.228.205,GET,/wap/info.asp,id=12337&page=9,123.147.245.123,Mozilla,1,20,503,1,200,0,0,378
166181,2015-03-01 03:37:28,118.244.228.205,GET,/wap/info.asp,id=12408,42.157.11.22,Mozilla,2,20,1063,0,200,0,0,172
166476,2015-03-01 03:37:45,118.244.228.205,GET,/wap/read.asp,chapterId=141569&comicId=12337,123.147.245.123,Mozilla,1,31,503,1,200,0,0,295
166493,2015-03-01 03:37:47,118.244.228.205,GET,/wap/is.asp,-,113.245.209.88,Mozilla,0,22,244,1,200,0,0,132
166497,2015-03-01 03:37:47,118.244.228.205,GET,/wap/init.asp,comicId=12337&chapterId=141569&_=1425181123020,123.147.245.123,Mozilla,1,21,503,1,200,0,0,179
166502,2015-03-01 03:37:48,118.244.228.205,GET,/wap/load.asp,comicId=12337&chapterId=141569&imageId=0&_=1425181123022,123.147.245.123,Mozilla,1,26,503,1,200,0,0,176
166504,2015-03-01 03:37:48,118.244.228.205,GET,/wap/lastread.asp,comicId=12337&chapterId=141569&_=1425181123021,123.147.245.123,Mozilla,1,23,503,1,200,0,0,476
166564,2015-03-01 03:37:51,118.244.228.205,GET,/wap/read.asp,chapterId=142430&comicId=12644,221.7.7.99,Mozilla,0,31,980,1,200,0,0,604
166579,2015-03-01 03:37:52,118.244.228.205,GET,/wap/read.asp,chapterId=131776&comicId=12408,42.157.11.22,Mozilla,2,31,1063,0,200,0,0,184
166585,2015-03-01 03:37:53,118.244.228.205,GET,/wap/lastread.asp,comicId=12408&chapterId=131776&_=1425181128391,42.157.11.22,Mozilla,2,23,1063,0,200,0,0,114
166587,2015-03-01 03:37:53,118.244.228.205,GET,/wap/init.asp,comicId=12408&chapterId=131776&_=1425181128390,42.157.11.22,Mozilla,2,21,1063,0,200,0,0,150
166589,2015-03-01 03:37:53,118.244.228.205,GET,/wap/load.asp,comicId=12408&chapterId=131776&imageId=0&_=1425181128392,42.157.11.22,Mozilla,2,26,1063,0,200,0,0,113
166624,2015-03-01 03:37:54,118.244.228.205,GET,/wap/init.asp,comicId=12644&chapterId=142430&_=1425181126821,221.7.7.99,Mozilla,0,21,980,1,200,0,0,702
166633,2015-03-01 03:37:55,118.244.228.205,GET,/wap/lastread.asp,comicId=12644&chapterId=142430&_=1425181126822,221.7.7.99,Mozilla,0,23,980,1,200,0,0,851
166640,2015-03-01 03:37:55,118.244.228.205,GET,/wap/load.asp,comicId=12644&chapterId=142430&imageId=0&_=1425181126823,221.7.7.99,Mozilla,0,26,980,1,200,0,0,660
166656,2015-03-01 03:37:56,118.244.228.205,GET,/wap/info.asp,id=12337&page=13,106.39.189.215,Mozilla,0,20,90,1,200,0,0,136
166661,2015-03-01 03:37:56,118.244.228.205,GET,/wap/hot.asp,-,113.245.209.88,Mozilla,0,17,244,1,200,0,0,156
166685,2015-03-01 03:37:58,118.244.228.205,GET,/wap/hot_ajax.asp,page=1,113.245.209.88,Mozilla,0,18,244,1,200,0,0,189
166770,2015-03-01 03:38:04,118.244.228.205,GET,/wap/next.asp,comicid=12397&chapterid=131218&_=1425179514728,221.180.160.25,Mozilla,2,29,969,0,200,0,0,57
166771,2015-03-01 03:38:04,118.244.228.205,GET,/wap/info.asp,id=12387,113.245.209.88,Mozilla,0,20,244,1,200,0,0,433
166803,2015-03-01 03:38:07,118.244.228.205,GET,/wap/info.asp,id=12626,125.86.97.15,Mozilla,2,20,590,0,200,0,0,117
166816,2015-03-01 03:38:08,118.244.228.205,GET,/wap/load.asp,comicId=12633&chapterId=141819&imageId=4&_=1425176821418,123.119.207.168,Mozilla,0,26,494,1,200,0,0,181
166832,2015-03-01 03:38:09,118.244.228.205,GET,/wap/prev.asp,comicId=12633&chapterId=141819&_=1425176821415,123.119.207.168,Mozilla,0,30,494,1,200,0,0,354
166853,2015-03-01 03:38:10,118.244.228.205,GET,/wap/read.asp,chapterId=142911&comicId=12554,112.91.209.75,Mozilla,1,31,205,1,200,0,0,255
166871,2015-03-01 03:38:11,118.244.228.205,GET,/wap/init.asp,comicId=12554&chapterId=142911&_=1425181147488,112.91.209.75,Mozilla,1,21,205,1,200,0,0,123
166872,2015-03-01 03:38:11,118.244.228.205,GET,/wap/lastread.asp,comicId=12554&chapterId=142911&_=1425181147489,112.91.209.75,Mozilla,1,23,205,1,200,0,0,142
166875,2015-03-01 03:38:11,118.244.228.205,GET,/wap/read.asp,chapterId=129632&comicId=12387,113.245.209.88,Mozilla,0,31,244,1,200,0,0,242
166876,2015-03-01 03:38:11,118.244.228.205,GET,/wap/load.asp,comicId=12554&chapterId=142911&imageId=0&_=1425181147490,112.91.209.75,Mozilla,1,26,205,1,200,0,0,117
166910,2015-03-01 03:38:13,118.244.228.205,GET,/wap/init.asp,comicId=12387&chapterId=129632&_=1425181661220,113.245.209.88,Mozilla,0,21,244,1,200,0,0,207
